#,,Character,,Body,,Tires,,Gliders,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Stats total,Speed + MT total
7210,15,"Wario, Dry Bowser",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4.75,5.25,4.25,4,3.5,3.25,2.5,3.5,3,3,4.25,45,8
3529,8,"Peach, Daisy, Yoshi, Birdo",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4,4.25,3.5,3.75,3,3.75,3.25,3.75,3.75,3.75,4.25,44.75,8
3531,8,"Peach, Daisy, Yoshi, Birdo",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.75,4.25,3.75,3.75,3.25,3.75,3.5,3.75,3.5,3.5,4.25,44.75,8
3532,8,"Peach, Daisy, Yoshi, Birdo",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.75,4,3.75,4,3,3.75,3.5,4,3.5,3.5,4.5,44.75,8
3613,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.75,4.25,4.5,3,3.25,3.75,3.5,3.75,4,3,4,44.75,8
3615,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.5,4.25,4.75,3,3.5,3.75,3.75,3.75,3.75,2.75,4,44.75,8
3616,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.5,4,4.75,3.25,3.25,3.75,3.75,4,3.75,2.75,4.25,44.75,8
3685,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.5,4.25,4,3.5,3,4.25,3.5,4.25,3.75,2.75,4.25,44.75,8
3687,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.25,4.25,4.25,3.5,3.25,4.25,3.75,4.25,3.5,2.5,4.25,44.75,8
3688,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.25,4,4.25,3.75,3,4.25,3.75,4.5,3.5,2.5,4.5,44.75,8
4538,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4.25,4.25,4,3.75,3.25,3.5,3,3.75,3.5,3.5,4.25,44.75,8
4545,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,4.25,4.5,3.25,4,3,3.75,3.25,3.75,3.75,3.25,4.5,44.75,8
4547,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,4,4.5,3.5,4,3.25,3.75,3.5,3.75,3.5,3,4.5,44.75,8
4548,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,4,4.25,3.5,4.25,3,3.75,3.5,4,3.5,3,4.75,44.75,8
4622,10,"Mario, Ludwig, Mii (Medium)",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4,4.25,5,3,3.5,3.5,3.25,3.75,3.75,2.75,4,44.75,8
4694,10,"Mario, Ludwig, Mii (Medium)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.75,4.25,4.5,3.5,3.25,4,3.25,4.25,3.5,2.5,4.25,44.75,8
5054,11,"Luigi, Iggy",1,"Standard Kart, The Duke, 300 SL Roadster",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4,4,4.5,3.25,3.25,4,3.5,4.25,3.75,2.25,4,44.75,8
5137,11,"Luigi, Iggy",3,"Mach 8, Sports Coupe, Inkstriker",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4,4.5,4.25,3.5,3.25,3.5,3.25,3.25,4.25,3,4.25,44.75,8
5139,11,"Luigi, Iggy",3,"Mach 8, Sports Coupe, Inkstriker",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.75,4.5,4.5,3.5,3.5,3.5,3.5,3.25,4,2.75,4.25,44.75,8
5140,11,"Luigi, Iggy",3,"Mach 8, Sports Coupe, Inkstriker",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.75,4.25,4.5,3.75,3.25,3.5,3.5,3.5,4,2.75,4.5,44.75,8
5146,11,"Luigi, Iggy",3,"Mach 8, Sports Coupe, Inkstriker",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.75,4.75,4.25,3.5,3.25,3.25,2.75,3.75,3.75,3.75,4.5,44.75,8
5209,11,"Luigi, Iggy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.75,4.5,3.75,4,3,4,3.25,3.75,4,2.75,4.5,44.75,8
5211,11,"Luigi, Iggy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.5,4.5,4,4,3.25,4,3.5,3.75,3.75,2.5,4.5,44.75,8
5212,11,"Luigi, Iggy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.5,4.25,4,4.25,3,4,3.5,4,3.75,2.5,4.75,44.75,8
5218,11,"Luigi, Iggy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.5,4.75,3.75,4,3,3.75,2.75,4.25,3.5,3.5,4.75,44.75,8
5302,11,"Luigi, Iggy",8,"Prancer, Sport Bike, Jet Bike",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,4.25,4.25,3.5,3.75,2.5,4,3.75,4.25,3.75,2.75,4.5,44.75,8
5474,11,"Luigi, Iggy",13,"Blue Falcon, Splat Buggy",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4,4.25,4.25,3.5,2.75,3.5,3.5,3.5,4.25,3.25,4,44.75,8
5481,11,"Luigi, Iggy",13,"Blue Falcon, Splat Buggy",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4,4.5,3.5,3.75,2.5,3.75,3.75,3.5,4.5,3,4.25,44.75,8
5483,11,"Luigi, Iggy",13,"Blue Falcon, Splat Buggy",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.75,4.5,3.75,3.75,2.75,3.75,4,3.5,4.25,2.75,4.25,44.75,8
5484,11,"Luigi, Iggy",13,"Blue Falcon, Splat Buggy",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.75,4.25,3.75,4,2.5,3.75,4,3.75,4.25,2.75,4.5,44.75,8
6050,13,"Rosalina, Link, King Boo",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4.5,4.5,4.25,3.5,3.5,3.25,2.75,3.5,3.25,3.75,4,44.75,8
6057,13,"Rosalina, Link, King Boo",1,"Standard Kart, The Duke, 300 SL Roadster",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4.5,4.75,3.5,3.75,3.25,3.5,3,3.5,3.5,3.5,4.25,44.75,8
6059,13,"Rosalina, Link, King Boo",1,"Standard Kart, The Duke, 300 SL Roadster",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,4.25,4.75,3.75,3.75,3.5,3.5,3.25,3.5,3.25,3.25,4.25,44.75,8
6060,13,"Rosalina, Link, King Boo",1,"Standard Kart, The Duke, 300 SL Roadster",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,4.25,4.5,3.75,4,3.25,3.5,3.25,3.75,3.25,3.25,4.5,44.75,8
6134,13,"Rosalina, Link, King Boo",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.25,4.5,5.25,2.75,3.75,3.25,3,3.5,3.5,3,3.75,44.75,8
6206,13,"Rosalina, Link, King Boo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4,4.5,4.75,3.25,3.5,3.75,3,4,3.25,2.75,4,44.75,8
6626,14,"Donkey Kong, Waluigi, Roy",3,"Mach 8, Sports Coupe, Inkstriker",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.75,5,5,3.25,4,2.75,2.5,3,3.25,3.25,3.75,44.75,8
6633,14,"Donkey Kong, Waluigi, Roy",3,"Mach 8, Sports Coupe, Inkstriker",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",4,4.75,5.25,4.25,3.5,3.75,3,2.75,3,3.5,3,4,44.75,8
6635,14,"Donkey Kong, Waluigi, Roy",3,"Mach 8, Sports Coupe, Inkstriker",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,4.5,5.25,4.5,3.5,4,3,3,3,3.25,2.75,4,44.75,8
6636,14,"Donkey Kong, Waluigi, Roy",3,"Mach 8, Sports Coupe, Inkstriker",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4.5,5,4.5,3.75,3.75,3,3,3.25,3.25,2.75,4.25,44.75,8
6698,14,"Donkey Kong, Waluigi, Roy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4.5,5,4.5,3.75,3.75,3.25,2.5,3.5,3,3,4,44.75,8
6705,14,"Donkey Kong, Waluigi, Roy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4.5,5.25,3.75,4,3.5,3.5,2.75,3.5,3.25,2.75,4.25,44.75,8
6707,14,"Donkey Kong, Waluigi, Roy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,4.25,5.25,4,4,3.75,3.5,3,3.5,3,2.5,4.25,44.75,8
6708,14,"Donkey Kong, Waluigi, Roy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,4.25,5,4,4.25,3.5,3.5,3,3.75,3,2.5,4.5,44.75,8
7130,15,"Wario, Dry Bowser",3,"Mach 8, Sports Coupe, Inkstriker",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,5,5.25,5.25,3,4.25,2.5,2.25,2.75,3,3.5,3.5,44.75,8
7137,15,"Wario, Dry Bowser",3,"Mach 8, Sports Coupe, Inkstriker",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,5,5.5,4.5,3.25,4,2.75,2.5,2.75,3.25,3.25,3.75,44.75,8
7139,15,"Wario, Dry Bowser",3,"Mach 8, Sports Coupe, Inkstriker",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,4.75,5.5,4.75,3.25,4.25,2.75,2.75,2.75,3,3,3.75,44.75,8
7140,15,"Wario, Dry Bowser",3,"Mach 8, Sports Coupe, Inkstriker",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,4.75,5.25,4.75,3.5,4,2.75,2.75,3,3,3,4,44.75,8
7202,15,"Wario, Dry Bowser",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.75,5.25,4.75,3.5,4,3,2.25,3.25,2.75,3.25,3.75,44.75,8
7209,15,"Wario, Dry Bowser",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",4,4.75,5.5,4,3.75,3.75,3.25,2.5,3.25,3,3,4,44.75,8
7211,15,"Wario, Dry Bowser",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,4.5,5.5,4.25,3.75,4,3.25,2.75,3.25,2.75,2.75,4,44.75,8
7212,15,"Wario, Dry Bowser",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4.5,5.25,4.25,4,3.75,3.25,2.75,3.5,2.75,2.75,4.25,44.75,8
3626,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.75,4,4.25,4,2.5,3.5,3.25,3.5,4.25,3.5,4.75,44.5,8
3698,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.5,4,3.75,4.5,2.25,4,3.25,4,4,3.25,5,44.5,8
3970,8,"Peach, Daisy, Yoshi, Birdo",13,"Blue Falcon, Splat Buggy",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.75,4,3.5,4.25,1.75,3.75,3.75,3.75,4.5,3.5,4.75,44.5,8
4537,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,4.25,4.5,3.75,3.5,3.5,3.5,3,3.5,3.5,3.5,4,44.5,8
4539,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,4,4.5,4,3.5,3.75,3.5,3.25,3.5,3.25,3.25,4,44.5,8
4540,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4,4.25,4,3.75,3.5,3.5,3.25,3.75,3.25,3.25,4.25,44.5,8
4621,10,"Mario, Ludwig, Mii (Medium)",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4,4.5,4.75,2.75,3.75,3.5,3.25,3.5,3.75,2.75,3.75,44.5,8
4623,10,"Mario, Ludwig, Mii (Medium)",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.75,4.5,5,2.75,4,3.5,3.5,3.5,3.5,2.5,3.75,44.5,8
4624,10,"Mario, Ludwig, Mii (Medium)",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.75,4.25,5,3,3.75,3.5,3.5,3.75,3.5,2.5,4,44.5,8
4693,10,"Mario, Ludwig, Mii (Medium)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.75,4.5,4.25,3.25,3.5,4,3.25,4,3.5,2.5,4,44.5,8
4695,10,"Mario, Ludwig, Mii (Medium)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.5,4.5,4.5,3.25,3.75,4,3.5,4,3.25,2.25,4,44.5,8
4696,10,"Mario, Ludwig, Mii (Medium)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.5,4.25,4.5,3.5,3.5,4,3.5,4.25,3.25,2.25,4.25,44.5,8
5053,11,"Luigi, Iggy",1,"Standard Kart, The Duke, 300 SL Roadster",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4,4.25,4.25,3,3.5,4,3.5,4,3.75,2.25,3.75,44.5,8
5055,11,"Luigi, Iggy",1,"Standard Kart, The Duke, 300 SL Roadster",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.75,4.25,4.5,3,3.75,4,3.75,4,3.5,2,3.75,44.5,8
5056,11,"Luigi, Iggy",1,"Standard Kart, The Duke, 300 SL Roadster",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.75,4,4.5,3.25,3.5,4,3.75,4.25,3.5,2,4,44.5,8
5145,11,"Luigi, Iggy",3,"Mach 8, Sports Coupe, Inkstriker",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.75,5,4,3.25,3.5,3.25,2.75,3.5,3.75,3.75,4.25,44.5,8
5147,11,"Luigi, Iggy",3,"Mach 8, Sports Coupe, Inkstriker",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.5,5,4.25,3.25,3.75,3.25,3,3.5,3.5,3.5,4.25,44.5,8
5148,11,"Luigi, Iggy",3,"Mach 8, Sports Coupe, Inkstriker",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.5,4.75,4.25,3.5,3.5,3.25,3,3.75,3.5,3.5,4.5,44.5,8
5217,11,"Luigi, Iggy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,5,3.5,3.75,3.25,3.75,2.75,4,3.5,3.5,4.5,44.5,8
5219,11,"Luigi, Iggy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,5,3.75,3.75,3.5,3.75,3,4,3.25,3.25,4.5,44.5,8
5220,11,"Luigi, Iggy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,4.75,3.75,4,3.25,3.75,3,4.25,3.25,3.25,4.75,44.5,8
5294,11,"Luigi, Iggy",8,"Prancer, Sport Bike, Jet Bike",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4.25,4.25,4,3.25,3,3.75,3.5,4,3.5,3,4,44.5,8
5301,11,"Luigi, Iggy",8,"Prancer, Sport Bike, Jet Bike",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4.25,4.5,3.25,3.5,2.75,4,3.75,4,3.75,2.75,4.25,44.5,8
5303,11,"Luigi, Iggy",8,"Prancer, Sport Bike, Jet Bike",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,4,4.5,3.5,3.5,3,4,4,4,3.5,2.5,4.25,44.5,8
5304,11,"Luigi, Iggy",8,"Prancer, Sport Bike, Jet Bike",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,4,4.25,3.5,3.75,2.75,4,4,4.25,3.5,2.5,4.5,44.5,8
5473,11,"Luigi, Iggy",13,"Blue Falcon, Splat Buggy",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4,4.5,4,3.25,3,3.5,3.5,3.25,4.25,3.25,3.75,44.5,8
5475,11,"Luigi, Iggy",13,"Blue Falcon, Splat Buggy",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.75,4.5,4.25,3.25,3.25,3.5,3.75,3.25,4,3,3.75,44.5,8
5476,11,"Luigi, Iggy",13,"Blue Falcon, Splat Buggy",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.75,4.25,4.25,3.5,3,3.5,3.75,3.5,4,3,4,44.5,8
6049,13,"Rosalina, Link, King Boo",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4.5,4.75,4,3.25,3.75,3.25,2.75,3.25,3.25,3.75,3.75,44.5,8
6051,13,"Rosalina, Link, King Boo",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,4.25,4.75,4.25,3.25,4,3.25,3,3.25,3,3.5,3.75,44.5,8
6052,13,"Rosalina, Link, King Boo",1,"Standard Kart, The Duke, 300 SL Roadster",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,4.25,4.5,4.25,3.5,3.75,3.25,3,3.5,3,3.5,4,44.5,8
6133,13,"Rosalina, Link, King Boo",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4.25,4.75,5,2.5,4,3.25,3,3.25,3.5,3,3.5,44.5,8
6135,13,"Rosalina, Link, King Boo",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4,4.75,5.25,2.5,4.25,3.25,3.25,3.25,3.25,2.75,3.5,44.5,8
6136,13,"Rosalina, Link, King Boo",3,"Mach 8, Sports Coupe, Inkstriker",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4,4.5,5.25,2.75,4,3.25,3.25,3.5,3.25,2.75,3.75,44.5,8
6205,13,"Rosalina, Link, King Boo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4,4.75,4.5,3,3.75,3.75,3,3.75,3.25,2.75,3.75,44.5,8
6207,13,"Rosalina, Link, King Boo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.75,4.75,4.75,3,4,3.75,3.25,3.75,3,2.5,3.75,44.5,8
6208,13,"Rosalina, Link, King Boo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.75,4.5,4.75,3.25,3.75,3.75,3.25,4,3,2.5,4,44.5,8
6625,14,"Donkey Kong, Waluigi, Roy",3,"Mach 8, Sports Coupe, Inkstriker",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4.75,5.25,4.75,3,4.25,2.75,2.5,2.75,3.25,3.25,3.5,44.5,8
6627,14,"Donkey Kong, Waluigi, Roy",3,"Mach 8, Sports Coupe, Inkstriker",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4.5,5.25,5,3,4.5,2.75,2.75,2.75,3,3,3.5,44.5,8
6628,14,"Donkey Kong, Waluigi, Roy",3,"Mach 8, Sports Coupe, Inkstriker",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4.5,5,5,3.25,4.25,2.75,2.75,3,3,3,3.75,44.5,8
6697,14,"Donkey Kong, Waluigi, Roy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4.5,5.25,4.25,3.5,4,3.25,2.5,3.25,3,3,3.75,44.5,8
6699,14,"Donkey Kong, Waluigi, Roy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,4.25,5.25,4.5,3.5,4.25,3.25,2.75,3.25,2.75,2.75,3.75,44.5,8
6700,14,"Donkey Kong, Waluigi, Roy",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,4.25,5,4.5,3.75,4,3.25,2.75,3.5,2.75,2.75,4,44.5,8
7129,15,"Wario, Dry Bowser",3,"Mach 8, Sports Coupe, Inkstriker",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.75,5,5.5,5,2.75,4.5,2.5,2.25,2.5,3,3.5,3.25,44.5,8
